20	CHE	TOT(a)	0
13	CHE	SUN(a)	1
11	CRY	MUN(a)	0
20	CRY	AVL(a)	1
7	CRY	HUL(a)	0
19	CRY	QPR(a)	1
15	CRY	TOT(a)	1
1	CRY	ARS(a)	0
5	CRY	EVE(a)	3
13	CRY	SWA(a)	1
9	CRY	WBA(a)	1
3	CRY	NEW(a)	1
17	CRY	MCI(a)	0
6	EVE	LIV(a)	1
20	EVE	HUL(a)	0
9	EVE	BUR(a)	3
4	EVE	WBA(a)	3
1	EVE	LEI(a)	1
19	EVE	NEW(a)	0
17	EVE	SOU(a)	0
13	EVE	TOT(a)	0
7	EVE	MUN(a)	0
15	EVE	MCI(a)	0
11	EVE	SUN(a)	1
16	HUL	CHE(a)	0
3	HUL	AVL(a)	0
8	HUL	ARS(a)	1
1	HUL	QPR(a)	3
11	HUL	BUR(a)	0
14	HUL	EVE(a)	1
5	HUL	NEW(a)	1
13	HUL	MUN(a)	0
18	HUL	SUN(a)	3
9	HUL	LIV(a)	1
17	LEI	WHU(a)	0
9	LEI	SWA(a)	0
4	LEI	STO(a)	3
13	LEI	QPR(a)	0
20	LEI	LIV(a)	1
11	LEI	SOU(a)	0
15	LEI	AVL(a)	0
6	LEI	CRY(a)	0
2	LEI	CHE(a)	0
19	LEI	HUL(a)	3
8	LEI	NEW(a)	0
2	LIV	MCI(a)	0
14	LIV	LEI(a)	3
10	LIV	NEW(a)	0
8	LIV	QPR(a)	3
3	LIV	TOT(a)	3
16	LIV	MUN(a)	0
12	LIV	CRY(a)	0
5	LIV	WHU(a)	0
18	LIV	BUR(a)	3
1	MCI	NEW(a)	3
13	MCI	SOU(a)	3
18	MCI	WBA(a)	3
9	MCI	WHU(a)	0
14	MCI	SUN(a)	3
4	MCI	ARS(a)	1
11	MCI	QPR(a)	1
7	MCI	AVL(a)	3
16	MCI	LEI(a)	3
6	MCI	HUL(a)	3
3	MUN	BUR(a)	1
12	MUN	ARS(a)	3
17	MUN	AVL(a)	1
19	MUN	TOT(a)	1
5	MUN	LEI(a)	0
15	MUN	SOU(a)	3
2	MUN	SUN(a)	1
10	MUN	MCI(a)	0
20	MUN	STO(a)	1
8	MUN	WBA(a)	1
18	NEW	MUN(a)	0
4	NEW	SOU(a)	0
11	NEW	WBA(a)	3
6	NEW	STO(a)	0
7	NEW	SWA(a)	1
16	NEW	ARS(a)	0
2	NEW	AVL(a)	1
9	NEW	TOT(a)	3
14	NEW	BUR(a)	1
13	NEW	WHU(a)	0
18	QPR	ARS(a)	0
10	QPR	CHE(a)	0
12	QPR	NEW(a)	0
6	QPR	SOU(a)	0
4	QPR	MUN(a)	0
14	QPR	SWA(a)	0
7	QPR	WHU(a)	0
16	QPR	EVE(a)	0
2	QPR	TOT(a)	0
14	SOU	ARS(a)	0
7	SOU	TOT(a)	0
10	SOU	HUL(a)	3
1	SOU	LIV(a)	0
18	SOU	CRY(a)	3
5	SOU	SWA(a)	3
16	SOU	BUR(a)	0
3	SOU	WHU(a)	3
12	SOU	AVL(a)	1
4	TOT	SUN(a)	1
14	TOT	CHE(a)	0
16	TOT	SWA(a)	3
1	TOT	WHU(a)	3
6	TOT	ARS(a)	1
12	TOT	HUL(a)	3
18	TOT	LEI(a)	3
10	TOT	AVL(a)	3
8	TOT	MCI(a)	0
7	STO	SUN(a)	0
3	STO	MCI(a)	3
9	STO	SOU(a)	0
14	STO	MUN(a)	0
13	STO	LIV(a)	0
18	STO	EVE(a)	3
11	STO	TOT(a)	3
5	STO	QPR(a)	1
16	STO	CRY(a)	1
2	STO	HUL(a)	1
10	SUN	CRY(a)	3
17	SUN	NEW(a)	3
5	SUN	BUR(a)	1
8	SUN	SOU(a)	0
20	SUN	MCI(a)	0
19	SUN	AVL(a)	1
12	SUN	LEI(a)	1
3	SUN	QPR(a)	0
1	SUN	WBA(a)	1
15	SUN	LIV(a)	1
8	SWA	STO(a)	0
19	SWA	LIV(a)	0
15	SWA	WHU(a)	0
6	SWA	SUN(a)	1
17	SWA	HUL(a)	3
1	SWA	MUN(a)	3
4	SWA	CHE(a)	0
20	SWA	QPR(a)	1
12	SWA	MCI(a)	0
10	SWA	EVE(a)	1
3	WBA	SWA(a)	0
2	WBA	SOU(a)	1
7	WBA	LIV(a)	0
19	WBA	STO(a)	0
20	WBA	WHU(a)	1
12	WBA	CHE(a)	0
5	WBA	TOT(a)	3
17	WBA	QPR(a)	0
10	WBA	LEI(a)	3
15	WBA	HUL(a)	1
2	WHU	CRY(a)	3
16	WHU	SUN(a)	1
4	WHU	HUL(a)	1
10	WHU	STO(a)	1
8	WHU	BUR(a)	3
18	WHU	CHE(a)	0
12	WHU	EVE(a)	0
6	WHU	MUN(a)	0
14	WHU	WBA(a)	3
